"file_id" "peak_name" "RT.min" "area.cpm" "height.cts" "OG" "depth" "rock.g" "tle" "maltene" "ref_amount_added.ug" "process" "n_peaks" "n_standards" "ref_area.cpm" "amount.ug" "conc_rock.ug_g" "conc_tle.ug.g" "conc_maltene.ug.g" "calibration" "data" "fit" "coefficients" "intercept" "intercept_se" "slope" "slope_se" "r2" "total_volume.uL" "total_inject.uL" "ref_amount_inject_expected.ng" "ref_amount_inject_measured.ng" "ref_amount_measured.ug" "yield" "ratio"
"1" "TSQ3779_AM_MSC_OG229-1" "20R 4a,24 dimethyl 13B,17a,H diacholestane" 36.2272 316.707 4753.22 229 3420.5 5.241 0.04718 0.03633 170 "yes" 144 1 16616.5 3.24016429452652 0.618233981020135 68.6766488878026 89.1870160893622 "jan2018" 
